index,arch_str,accuracy_test,edgegpu_latency_ms,raspi4_latency_ms,edgetpu_latency_ms,pixel3_latency_ms,eyeriss_latency_ms,fpga_latency_ms
0,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,85.8633,5.807419,10.481977,0.957181,3.605850,3.645620,2.572960
1,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|,93.6600,6.547689,54.777398,1.438988,17.238100,7.577780,5.315360
2,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,85.7400,6.509256,50.409404,2.030067,15.723000,10.526900,5.286560
3,|avg_pool_3x3~0|+|skip_connect~0|none~1|+|none~0|none~1|skip_connect~2|,86.6167,2.412014,2.923992,0.389997,1.062640,3.154100,1.542560
4,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,88.2167,4.385161,7.582405,0.698665,2.354230,2.171060,2.163360
5,|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|avg_pool_3x3~2|,91.0867,5.699859,26.265026,1.070014,8.398060,5.120180,3.830560
6,|nor_conv_3x3~0|+|none~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,92.5067,5.080538,54.293689,-1.000000,17.065900,7.577780,5.315360
7,|none~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,91.9900,4.977527,38.977225,-1.000000,12.220900,6.103220,4.057760
8,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,92.0967,4.724274,24.848211,0.973680,7.881520,4.874420,3.315360
9,|avg_pool_3x3~0|+|none~0|none~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,86.4433,2.734571,20.097735,-1.000000,6.000140,4.628660,2.800160
10,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|none~1|none~2|,10.0000,0.602098,0.011627,-1.000000,0.003401,6.103220,4.905760
11,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,91.5833,7.122636,55.807819,1.612149,18.651400,9.052340,5.724960
12,|none~0|+|none~0|none~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,10.0000,0.698719,0.538617,-1.000000,0.308175,4.628660,2.800160
13,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,91.8167,6.084051,24.986975,-1.000000,8.478020,5.120180,3.830560
14,|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|none~2|,92.0133,1.774511,38.997725,-1.000000,11.383200,4.874420,4.163360
15,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,58.7833,4.055223,8.296635,1.072247,3.569960,4.628660,1.952160
16,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,93.0967,3.455324,34.997111,0.803514,10.934800,4.628660,3.648160
17,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,89.4333,5.592675,17.690524,1.039321,4.136210,3.891380,3.088160
18,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,91.4267,6.076307,44.757965,1.526554,13.968500,7.823540,4.982560
19,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,88.7200,4.135051,26.237670,1.077377,8.354380,7.823540,4.982560
20,|none~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,90.0700,5.454922,42.244559,-1.000000,13.313900,7.577780,4.467360
21,|nor_conv_1x1~0|+|none~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,92.2233,4.257832,25.175985,0.696217,7.093130,3.645620,3.420960
22,|avg_pool_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,89.9333,5.349894,29.318771,-1.000000,10.200700,7.823540,4.134560
